token,n,logprob
payday,1.0,-7.0707241072602764
sí,1.0,-7.0707241072602764
ample,1.0,-7.0707241072602764
overcame,1.0,-7.0707241072602764
hazard,1.0,-7.0707241072602764
www.myshopop.com,1.0,-7.0707241072602764
elusive,1.0,-7.0707241072602764
adequate,1.0,-7.0707241072602764
cow,1.0,-7.0707241072602764
diamonds,1.0,-7.0707241072602764
facilitators,1.0,-7.0707241072602764
10th,1.0,-7.0707241072602764
brandy,1.0,-7.0707241072602764
lookout,1.0,-7.0707241072602764
california,1.0,-7.0707241072602764
cast,1.0,-7.0707241072602764
shine,1.0,-7.0707241072602764
predictions,1.0,-7.0707241072602764
maid,1.0,-7.0707241072602764
maximise,1.0,-7.0707241072602764
agricultural,1.0,-7.0707241072602764
plays,1.0,-7.0707241072602764
complicado,1.0,-7.0707241072602764
headquartersgroup.com,1.0,-7.0707241072602764
psych,1.0,-7.0707241072602764
ducks,1.0,-7.0707241072602764
boxing,1.0,-7.0707241072602764
hablemos,1.0,-7.0707241072602764
"2,200,000.00",1.0,-7.0707241072602764
vishnu,1.0,-7.0707241072602764
uncovered,1.0,-7.0707241072602764
water,1.0,-7.0707241072602764
contratos,1.0,-7.0707241072602764
traction,1.0,-7.0707241072602764
steps,1.0,-7.0707241072602764
bosses,1.0,-7.0707241072602764
dozen,1.0,-7.0707241072602764
chemical,1.0,-7.0707241072602764
turnover,1.0,-7.0707241072602764
goal,1.0,-7.0707241072602764
gifting,1.0,-7.0707241072602764
6361,1.0,-7.0707241072602764
trafficmonsoon.com,1.0,-7.0707241072602764
world's,1.0,-7.0707241072602764
monitored,1.0,-7.0707241072602764
txt,1.0,-7.0707241072602764
pushed,1.0,-7.0707241072602764
optimally,1.0,-7.0707241072602764
intentionally,1.0,-7.0707241072602764
lopez,1.0,-7.0707241072602764
redeveloping,1.0,-7.0707241072602764
insta,1.0,-7.0707241072602764
praise,1.0,-7.0707241072602764
expierence,1.0,-7.0707241072602764
eur,1.0,-7.0707241072602764
rachael,1.0,-7.0707241072602764
kitchen,1.0,-7.0707241072602764
rosemary,1.0,-7.0707241072602764
n.gray2,1.0,-7.0707241072602764
spray,1.0,-7.0707241072602764
specializing,1.0,-7.0707241072602764
gracious,1.0,-7.0707241072602764
cobrar,1.0,-7.0707241072602764
jose,1.0,-7.0707241072602764
maps.com,1.0,-7.0707241072602764
communityroot.com,1.0,-7.0707241072602764
affect,1.0,-7.0707241072602764
thank's,1.0,-7.0707241072602764
condolences,1.0,-7.0707241072602764
eshana,1.0,-7.0707241072602764
johnson,1.0,-7.0707241072602764
compiled,1.0,-7.0707241072602764
sme's,1.0,-7.0707241072602764
original,1.0,-7.0707241072602764
293,1.0,-7.0707241072602764
07415518127,1.0,-7.0707241072602764
devan,1.0,-7.0707241072602764
technician,1.0,-7.0707241072602764
ci,1.0,-7.0707241072602764
sneakers,1.0,-7.0707241072602764
90,1.0,-7.0707241072602764
flame,1.0,-7.0707241072602764
suits,1.0,-7.0707241072602764
hubs,1.0,-7.0707241072602764
endlessly,1.0,-7.0707241072602764
www.mystoregotswag.com,1.0,-7.0707241072602764
alyson,1.0,-7.0707241072602764
quiet,1.0,-7.0707241072602764
encantan,1.0,-7.0707241072602764
musk,1.0,-7.0707241072602764
amazons,1.0,-7.0707241072602764
situational,1.0,-7.0707241072602764
subconscious,1.0,-7.0707241072602764
etcty.com,1.0,-7.0707241072602764
11,1.0,-7.0707241072602764
personalised,1.0,-7.0707241072602764
país,1.0,-7.0707241072602764
ojala,1.0,-7.0707241072602764
mr.ponisciak,1.0,-7.0707241072602764
lull,1.0,-7.0707241072602764
hassle,1.0,-7.0707241072602764
observer,1.0,-7.0707241072602764
left,1.0,-7.0707241072602764
it.we,1.0,-7.0707241072602764
proforma,1.0,-7.0707241072602764
divert,1.0,-7.0707241072602764
diets,1.0,-7.0707241072602764
surfwithamigas.com,1.0,-7.0707241072602764
perez,1.0,-7.0707241072602764
populated,1.0,-7.0707241072602764
edison,1.0,-7.0707241072602764
5th,1.0,-7.0707241072602764
residual,1.0,-7.0707241072602764
bourke,1.0,-7.0707241072602764
printing,1.0,-7.0707241072602764
stuck,1.0,-7.0707241072602764
upchurch,1.0,-7.0707241072602764
georgia,1.0,-7.0707241072602764
avy,1.0,-7.0707241072602764
canadians,1.0,-7.0707241072602764
attack,1.0,-7.0707241072602764
scare,1.0,-7.0707241072602764
silence,1.0,-7.0707241072602764
espacio,1.0,-7.0707241072602764
theories,1.0,-7.0707241072602764
www.barefootsurftravel.com,1.0,-7.0707241072602764
adulthood,1.0,-7.0707241072602764
genders,1.0,-7.0707241072602764
haven’t,1.0,-7.0707241072602764
links,1.0,-7.0707241072602764
worried,1.0,-7.0707241072602764
tue,1.0,-7.0707241072602764
client's,1.0,-7.0707241072602764
thrown,1.0,-7.0707241072602764
973,1.0,-7.0707241072602764
obvious,1.0,-7.0707241072602764
upset,1.0,-7.0707241072602764
vienna,1.0,-7.0707241072602764
device,1.0,-7.0707241072602764
213,1.0,-7.0707241072602764
bootstrapped,1.0,-7.0707241072602764
marinade,1.0,-7.0707241072602764
distinctively,1.0,-7.0707241072602764
harbali,1.0,-7.0707241072602764
it’s,1.0,-7.0707241072602764
www.stevehetrick.com,1.0,-7.0707241072602764
credible,1.0,-7.0707241072602764
vice,1.0,-7.0707241072602764
acts,1.0,-7.0707241072602764
11th,1.0,-7.0707241072602764
15k,1.0,-7.0707241072602764
ines,1.0,-7.0707241072602764
28th,1.0,-7.0707241072602764
align,1.0,-7.0707241072602764
motivating,1.0,-7.0707241072602764
thursday,1.0,-7.0707241072602764
positivity,1.0,-7.0707241072602764
643,1.0,-7.0707241072602764
cursos,1.0,-7.0707241072602764
benchmarks,1.0,-7.0707241072602764
billions,1.0,-7.0707241072602764
dad,1.0,-7.0707241072602764
iamtharwat,1.0,-7.0707241072602764
jo,1.0,-7.0707241072602764
mensaje,1.0,-7.0707241072602764
640,1.0,-7.0707241072602764
www.bsbacademia.com,1.0,-7.0707241072602764
tabs,1.0,-7.0707241072602764
240,1.0,-7.0707241072602764
jacket,1.0,-7.0707241072602764
mandatory,1.0,-7.0707241072602764
frisco,1.0,-7.0707241072602764
enthusiasts,1.0,-7.0707241072602764
cheapest,1.0,-7.0707241072602764
collage,1.0,-7.0707241072602764
harbor,1.0,-7.0707241072602764
letting,1.0,-7.0707241072602764
me.i,1.0,-7.0707241072602764
"1,650,000",1.0,-7.0707241072602764
dinora,1.0,-7.0707241072602764
bike,1.0,-7.0707241072602764
dialogue,1.0,-7.0707241072602764
ahorita,1.0,-7.0707241072602764
bracelet,1.0,-7.0707241072602764
www.kainitiative.org,1.0,-7.0707241072602764
starving,1.0,-7.0707241072602764
competes,1.0,-7.0707241072602764
propel,1.0,-7.0707241072602764
indian,1.0,-7.0707241072602764
positioned,1.0,-7.0707241072602764
work.i,1.0,-7.0707241072602764
redone,1.0,-7.0707241072602764
law,1.0,-7.0707241072602764
toyib,1.0,-7.0707241072602764
cairo,1.0,-7.0707241072602764
gulf,1.0,-7.0707241072602764
businesswoman,1.0,-7.0707241072602764
spandhe,1.0,-7.0707241072602764
ola,1.0,-7.0707241072602764
walls,1.0,-7.0707241072602764
orphans,1.0,-7.0707241072602764
markets,1.0,-7.0707241072602764
813,1.0,-7.0707241072602764
assisting,1.0,-7.0707241072602764
harmony,1.0,-7.0707241072602764
controlled,1.0,-7.0707241072602764
hii,1.0,-7.0707241072602764
www.artistryworld.com.au,1.0,-7.0707241072602764
stream,1.0,-7.0707241072602764
hour,1.0,-7.0707241072602764
synopsis,1.0,-7.0707241072602764
coins,1.0,-7.0707241072602764
moq,1.0,-7.0707241072602764
improve,1.0,-7.0707241072602764
footer,1.0,-7.0707241072602764
incluso,1.0,-7.0707241072602764
andrew,1.0,-7.0707241072602764
srinivasa,1.0,-7.0707241072602764
dreamer,1.0,-7.0707241072602764
wee,1.0,-7.0707241072602764
animations,1.0,-7.0707241072602764
trend,1.0,-7.0707241072602764
groove,1.0,-7.0707241072602764
hairstyles,1.0,-7.0707241072602764
mentors,1.0,-7.0707241072602764
intending,1.0,-7.0707241072602764
breakdowns,1.0,-7.0707241072602764
mentorpodnikani.cz,1.0,-7.0707241072602764
results,1.0,-7.0707241072602764
cambios,1.0,-7.0707241072602764
ottawa,1.0,-7.0707241072602764
faa,1.0,-7.0707241072602764
speaks,1.0,-7.0707241072602764
birth,1.0,-7.0707241072602764
youve,1.0,-7.0707241072602764
ruchir,1.0,-7.0707241072602764
undecided,1.0,-7.0707241072602764
surpassed,1.0,-7.0707241072602764
outfit,1.0,-7.0707241072602764
mosaic,1.0,-7.0707241072602764
managment,1.0,-7.0707241072602764
header,1.0,-7.0707241072602764
siembor,1.0,-7.0707241072602764
amen,1.0,-7.0707241072602764
thurs,1.0,-7.0707241072602764
covers,1.0,-7.0707241072602764
www.corporatefundingusa.com,1.0,-7.0707241072602764
según,1.0,-7.0707241072602764
cyber,1.0,-7.0707241072602764
additionally,1.0,-7.0707241072602764
buried,1.0,-7.0707241072602764
shweta,1.0,-7.0707241072602764
weakness,1.0,-7.0707241072602764
stands,1.0,-7.0707241072602764
marine,1.0,-7.0707241072602764
directors,1.0,-7.0707241072602764
quin,1.0,-7.0707241072602764
ciao,1.0,-7.0707241072602764
survey,1.0,-7.0707241072602764
aqua,1.0,-7.0707241072602764
magda,1.0,-7.0707241072602764
copies,1.0,-7.0707241072602764
nba,1.0,-7.0707241072602764
community,1.0,-7.0707241072602764
5m,1.0,-7.0707241072602764
maryland,1.0,-7.0707241072602764
prospect,1.0,-7.0707241072602764
parikh,1.0,-7.0707241072602764
score,1.0,-7.0707241072602764
extend,1.0,-7.0707241072602764
mighty,1.0,-7.0707241072602764
interés,1.0,-7.0707241072602764
nik,1.0,-7.0707241072602764
costos,1.0,-7.0707241072602764
curt,1.0,-7.0707241072602764
stadium,1.0,-7.0707241072602764
reservation,1.0,-7.0707241072602764
238,1.0,-7.0707241072602764
wassarman,1.0,-7.0707241072602764
flipkart,1.0,-7.0707241072602764
cindi,1.0,-7.0707241072602764
proficiency,1.0,-7.0707241072602764
ranks,1.0,-7.0707241072602764
shame,1.0,-7.0707241072602764
drucker,1.0,-7.0707241072602764
quedo,1.0,-7.0707241072602764
ganesh,1.0,-7.0707241072602764
subsidiaries,1.0,-7.0707241072602764
dropbox,1.0,-7.0707241072602764
machinery,1.0,-7.0707241072602764
llegar,1.0,-7.0707241072602764
methods,1.0,-7.0707241072602764
27,1.0,-7.0707241072602764
prefers,1.0,-7.0707241072602764
volunteer,1.0,-7.0707241072602764
camila,1.0,-7.0707241072602764
highschool,1.0,-7.0707241072602764
ravi,1.0,-7.0707241072602764
od,1.0,-7.0707241072602764
côte,1.0,-7.0707241072602764
200k,1.0,-7.0707241072602764
innovators,1.0,-7.0707241072602764
anita,1.0,-7.0707241072602764
directamente,1.0,-7.0707241072602764
si,1.0,-7.0707241072602764
wil,1.0,-7.0707241072602764
nikhamov,1.0,-7.0707241072602764
aider,1.0,-7.0707241072602764
forging,1.0,-7.0707241072602764
adidas,1.0,-7.0707241072602764
construire,1.0,-7.0707241072602764
nest,1.0,-7.0707241072602764
todos,1.0,-7.0707241072602764
shortest,1.0,-7.0707241072602764
existe,1.0,-7.0707241072602764
technologies,1.0,-7.0707241072602764
toxic,1.0,-7.0707241072602764
173298430,1.0,-7.0707241072602764
firstable,1.0,-7.0707241072602764
guides,1.0,-7.0707241072602764
probono,1.0,-7.0707241072602764
companion,1.0,-7.0707241072602764
hedge,1.0,-7.0707241072602764
docs,1.0,-7.0707241072602764
prison,1.0,-7.0707241072602764
extras,1.0,-7.0707241072602764
radius,1.0,-7.0707241072602764
espero,1.0,-7.0707241072602764
clinton,1.0,-7.0707241072602764
recipients,1.0,-7.0707241072602764
craftsmen,1.0,-7.0707241072602764
a.m,1.0,-7.0707241072602764
pathways,1.0,-7.0707241072602764
injured,1.0,-7.0707241072602764
lot,1.0,-7.0707241072602764
parecido,1.0,-7.0707241072602764
wping19,1.0,-7.0707241072602764
gal,1.0,-7.0707241072602764
thai,1.0,-7.0707241072602764
nfps,1.0,-7.0707241072602764
silva,1.0,-7.0707241072602764
yukari,1.0,-7.0707241072602764
greatness,1.0,-7.0707241072602764
appreciated,1.0,-7.0707241072602764
901,1.0,-7.0707241072602764
ayudarte,1.0,-7.0707241072602764
horizontal,1.0,-7.0707241072602764
ancient,1.0,-7.0707241072602764
nasrin,1.0,-7.0707241072602764
876,1.0,-7.0707241072602764
impulse,1.0,-7.0707241072602764
expedition,1.0,-7.0707241072602764
shekhar,1.0,-7.0707241072602764
chek,1.0,-7.0707241072602764
baba,1.0,-7.0707241072602764
graduates,1.0,-7.0707241072602764
miller,1.0,-7.0707241072602764
procedure,1.0,-7.0707241072602764
ingresos,1.0,-7.0707241072602764
monika,1.0,-7.0707241072602764
variety,1.0,-7.0707241072602764
marry,1.0,-7.0707241072602764
pit,1.0,-7.0707241072602764
dentistry,1.0,-7.0707241072602764
casi,1.0,-7.0707241072602764
luke,1.0,-7.0707241072602764
roe,1.0,-7.0707241072602764
vic,1.0,-7.0707241072602764
guessing,1.0,-7.0707241072602764
sooner,1.0,-7.0707241072602764
crowed,1.0,-7.0707241072602764
percentages,1.0,-7.0707241072602764
trends,1.0,-7.0707241072602764
proofread,1.0,-7.0707241072602764
toll,1.0,-7.0707241072602764
changed,1.0,-7.0707241072602764
ahoy,1.0,-7.0707241072602764
lionel,1.0,-7.0707241072602764
losing,1.0,-7.0707241072602764
noon,1.0,-7.0707241072602764
expecting,1.0,-7.0707241072602764
timezone,1.0,-7.0707241072602764
ammerman,1.0,-7.0707241072602764
dues,1.0,-7.0707241072602764
tangible,1.0,-7.0707241072602764
wowed,1.0,-7.0707241072602764
reason,1.0,-7.0707241072602764
upwards,1.0,-7.0707241072602764
unbelievable,1.0,-7.0707241072602764
purely,1.0,-7.0707241072602764
fyi,1.0,-7.0707241072602764
mathew,1.0,-7.0707241072602764
conquer,1.0,-7.0707241072602764
subscribers,1.0,-7.0707241072602764
enviar,1.0,-7.0707241072602764
memmoray,1.0,-7.0707241072602764
386,1.0,-7.0707241072602764
fork,1.0,-7.0707241072602764
tousif.jami,1.0,-7.0707241072602764
sally,1.0,-7.0707241072602764
eddie,1.0,-7.0707241072602764
cricket,1.0,-7.0707241072602764
sq,1.0,-7.0707241072602764
upfront,1.0,-7.0707241072602764
afin,1.0,-7.0707241072602764
nominal,1.0,-7.0707241072602764
warranties,1.0,-7.0707241072602764
myra,1.0,-7.0707241072602764
uncertainty,1.0,-7.0707241072602764
maps,1.0,-7.0707241072602764
zoomconference,1.0,-7.0707241072602764
lip,1.0,-7.0707241072602764
"110,800",1.0,-7.0707241072602764
horses,1.0,-7.0707241072602764
conozco,1.0,-7.0707241072602764
democratic,1.0,-7.0707241072602764
morgan,1.0,-7.0707241072602764
ownership,1.0,-7.0707241072602764
dytanya,1.0,-7.0707241072602764
carlota,1.0,-7.0707241072602764
facets,1.0,-7.0707241072602764
i.e,1.0,-7.0707241072602764
necesito,1.0,-7.0707241072602764
winners,1.0,-7.0707241072602764
ll,1.0,-7.0707241072602764
applicant,1.0,-7.0707241072602764
clinics,1.0,-7.0707241072602764
keri,1.0,-7.0707241072602764
inspired,1.0,-7.0707241072602764
stella,1.0,-7.0707241072602764
phd,1.0,-7.0707241072602764
living,1.0,-7.0707241072602764
bren,1.0,-7.0707241072602764
artist,1.0,-7.0707241072602764
llcs,1.0,-7.0707241072602764
offshore,1.0,-7.0707241072602764
mc,1.0,-7.0707241072602764
constraint,1.0,-7.0707241072602764
registering,1.0,-7.0707241072602764
anew,1.0,-7.0707241072602764
kiwi,1.0,-7.0707241072602764
viral,1.0,-7.0707241072602764
pleased,1.0,-7.0707241072602764
rounds,1.0,-7.0707241072602764
bookings,1.0,-7.0707241072602764
reliant,1.0,-7.0707241072602764
sphere,1.0,-7.0707241072602764
coaster,1.0,-7.0707241072602764
alessandro.daliana,1.0,-7.0707241072602764
performs,1.0,-7.0707241072602764
resulta,1.0,-7.0707241072602764
incapable,1.0,-7.0707241072602764
circles,1.0,-7.0707241072602764
trusts,1.0,-7.0707241072602764
east,1.0,-7.0707241072602764
5702,1.0,-7.0707241072602764
fifty,1.0,-7.0707241072602764
kiah,1.0,-7.0707241072602764
chicken,1.0,-7.0707241072602764
vacuum,1.0,-7.0707241072602764
volunteering,1.0,-7.0707241072602764
cfo,1.0,-7.0707241072602764
farmer's,1.0,-7.0707241072602764
transformational,1.0,-7.0707241072602764
gilbert,1.0,-7.0707241072602764
americans,1.0,-7.0707241072602764
vets,1.0,-7.0707241072602764
we’ve,1.0,-7.0707241072602764
fruit,1.0,-7.0707241072602764
iit,1.0,-7.0707241072602764
om,1.0,-7.0707241072602764
4404,1.0,-7.0707241072602764
daytime,1.0,-7.0707241072602764
offense,1.0,-7.0707241072602764
endeaver,1.0,-7.0707241072602764
diagnose,1.0,-7.0707241072602764
alam,1.0,-7.0707241072602764
persuasion,1.0,-7.0707241072602764
chiropractors,1.0,-7.0707241072602764
latvia,1.0,-7.0707241072602764
reunion,1.0,-7.0707241072602764
andrius,1.0,-7.0707241072602764
sherile,1.0,-7.0707241072602764
hotspots,1.0,-7.0707241072602764
lives,1.0,-7.0707241072602764
permita,1.0,-7.0707241072602764
800k,1.0,-7.0707241072602764
chemist,1.0,-7.0707241072602764
www.kickstarter.com,1.0,-7.0707241072602764
ps,1.0,-7.0707241072602764
justo,1.0,-7.0707241072602764
mlm,1.0,-7.0707241072602764
cellular,1.0,-7.0707241072602764
tourist,1.0,-7.0707241072602764
idnr,1.0,-7.0707241072602764
screened,1.0,-7.0707241072602764
baldwin,1.0,-7.0707241072602764
planing,1.0,-7.0707241072602764
count,1.0,-7.0707241072602764
hatch,1.0,-7.0707241072602764
oc,1.0,-7.0707241072602764
armed,1.0,-7.0707241072602764
opera,1.0,-7.0707241072602764
commencer,1.0,-7.0707241072602764
sawmil,1.0,-7.0707241072602764
www.chasepapi.com,1.0,-7.0707241072602764
arrecifes,1.0,-7.0707241072602764
powers,1.0,-7.0707241072602764
relational,1.0,-7.0707241072602764
puedes,1.0,-7.0707241072602764
charles,1.0,-7.0707241072602764
debes,1.0,-7.0707241072602764
comunicarnos,1.0,-7.0707241072602764
henry,1.0,-7.0707241072602764
immense,1.0,-7.0707241072602764
kayak,1.0,-7.0707241072602764
criminal,1.0,-7.0707241072602764
tempsite,1.0,-7.0707241072602764
java,1.0,-7.0707241072602764
corrialovett,1.0,-7.0707241072602764
sun,1.0,-7.0707241072602764
mucho,1.0,-7.0707241072602764
lagos,1.0,-7.0707241072602764
bumps,1.0,-7.0707241072602764
dean,1.0,-7.0707241072602764
www.onlinesuccessnotes.com,1.0,-7.0707241072602764
appealing,1.0,-7.0707241072602764
adnan,1.0,-7.0707241072602764
explainer,1.0,-7.0707241072602764
ni,1.0,-7.0707241072602764
invoices,1.0,-7.0707241072602764
yunus,1.0,-7.0707241072602764
whatsap,1.0,-7.0707241072602764
basado,1.0,-7.0707241072602764
computer,1.0,-7.0707241072602764
unclear,1.0,-7.0707241072602764
pst,1.0,-7.0707241072602764
economics,1.0,-7.0707241072602764
grad,1.0,-7.0707241072602764
start247,1.0,-7.0707241072602764
calender,1.0,-7.0707241072602764
citydreamshop.com,1.0,-7.0707241072602764
evaluation,1.0,-7.0707241072602764
strengths,1.0,-7.0707241072602764
drill,1.0,-7.0707241072602764
cozad,1.0,-7.0707241072602764
diversity,1.0,-7.0707241072602764
tashika,1.0,-7.0707241072602764
queda,1.0,-7.0707241072602764
guy,1.0,-7.0707241072602764
meetings,1.0,-7.0707241072602764
sciences,1.0,-7.0707241072602764
marketer,1.0,-7.0707241072602764
freebies,1.0,-7.0707241072602764
blogs,1.0,-7.0707241072602764
cleaned,1.0,-7.0707241072602764
eliza,1.0,-7.0707241072602764
allyson,1.0,-7.0707241072602764
garment,1.0,-7.0707241072602764
franklazur.weebly.com,1.0,-7.0707241072602764
hospital,1.0,-7.0707241072602764
rude,1.0,-7.0707241072602764
intranet,1.0,-7.0707241072602764
memberships,1.0,-7.0707241072602764
footprint,1.0,-7.0707241072602764
puntos,1.0,-7.0707241072602764
enrich,1.0,-7.0707241072602764
sweden,1.0,-7.0707241072602764
scripts,1.0,-7.0707241072602764
sony,1.0,-7.0707241072602764
orabone,1.0,-7.0707241072602764
trip,1.0,-7.0707241072602764
converted,1.0,-7.0707241072602764
shulgasser,1.0,-7.0707241072602764
www.sneakysquad.com,1.0,-7.0707241072602764
requires,1.0,-7.0707241072602764
recruit,1.0,-7.0707241072602764
1992,1.0,-7.0707241072602764
rasheed,1.0,-7.0707241072602764
nb,1.0,-7.0707241072602764
plates,1.0,-7.0707241072602764
collaborative,1.0,-7.0707241072602764
tad,1.0,-7.0707241072602764
vincent,1.0,-7.0707241072602764
recent,1.0,-7.0707241072602764
commend,1.0,-7.0707241072602764
geographically,1.0,-7.0707241072602764
whatsoever,1.0,-7.0707241072602764
proving,1.0,-7.0707241072602764
ante,1.0,-7.0707241072602764
webmaster,1.0,-7.0707241072602764
celiac,1.0,-7.0707241072602764
6328,1.0,-7.0707241072602764
shanabpharma.com,1.0,-7.0707241072602764
hasn’t,1.0,-7.0707241072602764
nastia,1.0,-7.0707241072602764
reads,1.0,-7.0707241072602764
walker,1.0,-7.0707241072602764
congratulate,1.0,-7.0707241072602764
immigrant,1.0,-7.0707241072602764
hablar,1.0,-7.0707241072602764
glove,1.0,-7.0707241072602764
singing,1.0,-7.0707241072602764
diversifying,1.0,-7.0707241072602764
