token,n,logprob_0
attempted,356,-9.177245933474158
pose,147,-10.06174407754745
needless,74,-10.748111571122017
appear,2905,-7.077987995040176
disrupt,252,-9.522747576814764
genuinely,126,-10.21589475737471
archives,471,-8.89731857030977
recent,2228,-7.343317063279013
belligerent,41,-11.33860459762188
trollish,18,-12.161804906430023
ish,49,-11.160356366215561
unreasonable,166,-9.940188875969644
ip,3433,-6.910986870868495
correlate,50,-11.140153658898042
antic,29,-11.684880834339713
difficult,866,-8.288291755763753
imagine,499,-8.839570568574668
building,836,-8.323548051241486
disruptive,1013,-8.131505160077504
manipulative,20,-12.056444390772196
extreme,420,-9.011921953048773
caution,167,-9.934182851909432
game,2721,-7.143421925542941
nigger,45,-11.245514174555868
desert,84,-10.621359865482875
angry,255,-9.51091311916776
plz,95,-10.498299772725646
anymore,654,-8.569069312868988
cum,18,-12.161804906430023
ur,121,-10.256386118729447
house,1104,-8.045481437489146
bush,384,-9.101534111738461
wanna,138,-10.124922979168982
puke,5,-13.442738751892087
sollog,9,-12.854952086989968
whack,30,-11.650979282664032
jan,202,-9.743908966924982
raise,1182,-7.977213466360144
fund,241,-9.567379730835533
harm,354,-9.182879751192413
natural,489,-8.859814174851316
disaster,121,-10.256386118729447
repetitive,60,-10.957832102104087
chant,32,-11.586440761526461
ennis,3,-13.953564375658077
false,1632,-7.654615128802135
dichotomy,19,-12.107737685159748
empty,194,-9.78431850526286
condemn,112,-10.333677793031093
attempt,2160,-7.374313163647977
honesty,84,-10.621359865482875
rhetorical,53,-11.081884750774066
camaraderie,6,-13.260417195098132
quest,78,-10.695467837636595
integrity,219,-9.663104934509686
watched,173,-9.898885069828408
uk,1495,-7.742295178501401
summarily,32,-11.586440761526461
dismiss,270,-9.453754705327812
poster,289,-9.385749976213756
automatically,1508,-7.733637115758286
accuse,1254,-7.918082943133322
imo,291,-9.378853397154694
identity,583,-8.683989477975695
treatment,467,-8.90584740665729
cardinal,56,-11.026824973591038
website,2913,-7.075237907366753
google,1739,-7.591111149971904
impossible,488,-8.86186125847304
constructive,657,-8.564492645841577
accusation,1007,-8.137445771607625
suppress,205,-9.72916668518778
disprove,96,-10.487828472858352
criterion,3951,-6.7704526739147965
america,884,-8.267719601688544
ips,464,-8.912292112099932
traceable,4,-13.665882303206297
proxy,279,-9.420964882504821
sway,61,-10.941302800152876
extract,107,-10.379347829864281
newspaper,890,-8.260955201600002
pub,61,-10.941302800152876
sit,459,-8.923126454265642
obvious,1339,-7.852498318635015
option,658,-8.56297173300087
btw,781,-8.391601514486501
vain,37,-11.441258751681962
official,2222,-7.346013694126612
plainly,76,-10.721443324039857
obey,57,-11.009125396491637
administrator,2808,-7.111948899180486
vis,70,-10.803681422276828
contributor,1320,-7.866789648745771
invoke,76,-10.721443324039857
front,659,-8.561453129823681
pc,195,-9.779177105762441
choice,722,-8.47015152543336
completely,1875,-7.515812725921676
challenge,711,-8.485504234522947
accuser,37,-11.441258751681962
personally,1251,-7.920478153859277
gain,637,-8.595407008754025
win,1347,-7.8465414879158235
party,2446,-7.249967348079069
esteem,52,-11.10093294574476
ashley,51,-11.120351031601862
act,2213,-7.350072324275137
witness,308,-9.322076881352613
fear,373,-9.130598244682371
castigate,6,-13.260417195098132
usual,356,-9.177245933474158
hopeless,27,-11.756339798321859
ll,129,-10.192364259964515
hope,5590,-6.423442098177043
similarly,269,-9.457465284724348
yoga,75,-10.734688550789876
politics,540,-8.760607524767867
adult,265,-9.472446838339966
bait,119,-10.273053171214658
rise,524,-8.790684980005144
inability,64,-10.893293580966516
juvenile,61,-10.941302800152876
assume,2150,-7.378953543204479
honestly,432,-8.983751076082077
finally,963,-8.182123252528061
provide,4756,-6.585014406515515
fitting,57,-11.009125396491637
freelance,17,-12.218963320269971
writer,816,-8.34776230936208
return,1170,-7.987417636534386
ridiculous,449,-8.945153776583933
poll,472,-8.895197678740631
pretty,1928,-7.487938189155696
sum,252,-9.522747576814764
farce,40,-11.36329721021225
endure,71,-10.789496787284872
tag,8565,-5.996737253567967
reversion,471,-8.89731857030977
accomplish,210,-9.705069133608719
absolutely,883,-8.268851463722227
vacuum,78,-10.695467837636595
whoa,31,-11.618189459841041
bi,84,-10.621359865482875
spamming,237,-9.584116523191057
space,1469,-7.75983948815231
userspace,167,-9.934182851909432
kash,5,-13.442738751892087
canadians,54,-11.063192617761914
server,346,-9.205737889268462
browse,115,-10.307244535962937
zillion,9,-12.854952086989968
scum,28,-11.719972154150984
surprise,685,-8.522757826063962
faggot,8,-12.972735122646352
civilized,56,-11.026824973591038
vandalize,2290,-7.315869567777902
advance,512,-8.81385203928668
lastly,185,-9.831820839247863
message,4307,-6.6841797792720765
ya,214,-9.686200649304336
asshole,31,-11.618189459841041
joey,38,-11.414590504599802
stalin,117,-10.290002729528432
massacre,341,-9.22029418704267
thousand,697,-8.505391253565664
polish,550,-8.742258386099671
nkvd,12,-12.567270014538186
stalins,30,-11.650979282664032
brother,658,-8.56297173300087
historically,215,-9.681538636198525
lack,1715,-7.605008304726147
proper,1408,-7.8022511276082
emphasize,164,-9.952310236501988
painful,43,-11.290976548632624
crime,758,-8.421493278683815
poland,302,-9.341749646951317
excuse,579,-8.690874186753192
molotov,12,-12.567270014538186
pact,35,-11.496828602836773
mistake,1498,-7.7402905002490225
hitler,329,-9.256118913560815
rumsfeld,12,-12.567270014538186
saddam,54,-11.063192617761914
mid,346,-9.205737889268462
1980s,113,-10.324788845613847
praise,195,-9.779177105762441
ally,247,-9.54278832769821
khomeini,12,-12.567270014538186
iran,431,-8.98606857422244
realize,941,-8.205233524740807
current,2949,-7.062955255510911
analog,33,-11.555669102859706
characterize,159,-9.983272462105957
disregard,214,-9.686200649304336
law,2235,-7.340180157278518
semitism,112,-10.333677793031093
notably,113,-10.324788845613847
trial,420,-9.011921953048773
imperialism,19,-12.107737685159748
brutal,42,-11.314507046042818
military,1206,-7.957112287039057
action,2618,-7.182010717856342
caucasian,64,-10.893293580966516
mountain,285,-9.399687484057537
neighbour,63,-10.909041937934655
criminality,8,-12.972735122646352
blind,225,-9.636076262121767
method,805,-8.361334386907624
sentiment,138,-10.124922979168982
inevitable,82,-10.645457417061934
poor,803,-8.363821950379426
russian,982,-8.162585355971721
race,843,-8.315209706324332
danger,164,-9.952310236501988
repetition,65,-10.87778939443055
reign,139,-10.117702731195497
million,1290,-7.889779166970469
reverse,220,-9.658549117973825
lenins,17,-12.218963320269971
civil,1053,-8.092778152192212
economic,362,-9.160532452500416
private,599,-8.656915066210738
agriculture,52,-11.10093294574476
lead,3315,-6.945963761706224
famine,58,-10.991733653779768
entire,1493,-7.743633866786997
wwii,139,-10.117702731195497
europe,735,-8.45230616511335
month,2139,-7.384082955243782
fail,1585,-7.683836978014806
soviet,632,-8.60328727017933
armys,19,-12.107737685159748
elite,107,-10.379347829864281
vol,162,-9.964580329093803
publish,2644,-7.1721284633546105
volume,340,-9.22323104671598
patriotic,40,-11.36329721021225
plain,403,-9.053240102379505
victory,208,-9.71463858462487
powerful,255,-9.51091311916776
evil,358,-9.171643677925488
power,1994,-7.4542787138044035
previously,796,-8.372577478481805
revolution,264,-9.476227561179872
independence,266,-9.468680355544489
autumn,25,-11.833300839457987
stalinism,13,-12.48722730686465
anglo,149,-10.048230358380728
saxon,76,-10.721443324039857
betray,55,-11.044843479093716
shame,259,-9.495348602626649
destruction,173,-9.898885069828408
hungary,130,-10.184642213870605
satan,68,-10.83266895915008
defeat,275,-9.435405566659616
arch,66,-10.862521922299761
angel,180,-9.859219813435978
michael,570,-8.706540303497592
wall,378,-9.1172824687066
painting,203,-9.7389706852844
tamas,7,-13.106266515270875
feher,5,-13.442738751892087
hey,1666,-7.6339958415994
suffer,353,-9.185708607392892
bullshit,79,-10.682728811859166
copyright,5915,-6.366929887913701
infringement,143,-10.08933203406628
suit,370,-9.138673658687917
credibility,283,-9.40672976668295
facilitate,298,-9.355083177820783
length,559,-8.726027191171088
protection,861,-8.294082159898457
influence,854,-8.302245470537617
previous,1427,-7.788847046849351
plagiarism,219,-9.663104934509686
bobby,49,-11.160356366215561
clue,251,-9.526723725194403
dont,1426,-7.789548063351946
deal,2075,-7.414460231661389
liar,165,-9.946231190425607
quit,230,-9.614097355402992
boris,25,-11.833300839457987
badly,215,-9.681538636198525
crop,151,-10.034896827511263
resize,20,-12.056444390772196
compress,32,-11.586440761526461
unsuitable,53,-11.081884750774066
die,1016,-8.12854803618776
text,4826,-6.57040341814121
match,1019,-8.125599631103462
plagiarize,63,-10.909041937934655
umpteenth,5,-13.442738751892087
material,3952,-6.770199605458429
repeatedly,709,-8.48832113779406
take,2431,-7.256118690010064
beat,456,-8.9296838548118
don,471,-8.89731857030977
aol,122,-10.24815561959293
admin,4109,-6.731241695442778
unbiased,200,-9.75385929777815
unlike,359,-9.168854275837909
ned,25,-11.833300839457987
reg,18,-12.161804906430023
spread,571,-8.704787454670177
truth,1598,-7.675668537999967
lib,43,-11.290976548632624
adoption,138,-10.124922979168982
marriage,311,-9.312383752146953
type,2648,-7.170616747269289
developer,142,-10.096349606724926
share,704,-8.495398308168145
bigoted,22,-11.961134210967872
shelf,37,-11.441258751681962
spin,298,-9.355083177820783
ensure,493,-8.851667490283496
positive,705,-8.493978861513918
light,1196,-7.96543872981561
stand,1703,-7.612029983663499
kerry,62,-10.925042279281096
gore,56,-11.026824973591038
wait,1404,-7.805096079740431
minute,896,-8.254236251351257
look,979,-8.165645021795678
background,4264,-6.694213698480507
french,1024,-8.120704858726734
impotent,7,-13.106266515270875
inferiority,18,-12.161804906430023
tee,22,-11.961134210967872
pay,1083,-8.064686417325197
attention,1400,-7.807949148722837
buy,493,-8.851667490283496
saddams,22,-11.961134210967872
oil,457,-8.927493273431983
invade,150,-10.04154137022993
ivory,26,-11.794080126304705
coast,243,-9.559115220985639
lecture,178,-9.870393114034103
laugh,295,-9.365201307986368
frog,36,-11.468657725870077
charles,356,-9.177245933474158
fag,13,-12.48722730686465
side,188,-9.815734701496238
chink,6,-13.260417195098132
asswipe,3,-13.953564375658077
teh,86,-10.597829368072679
shut,190,-9.805152592165701
huh,176,-9.881692669288036
ooh,26,-11.794080126304705
mom,75,-10.734688550789876
night,717,-8.477100823726568
ah,349,-9.197104742123761
gotta,204,-9.734056670481971
girlfriend,63,-10.909041937934655
pedophile,31,-11.618189459841041
kid,617,-8.6273076404208
promise,465,-8.91013925873883
presume,165,-9.946231190425607
vast,310,-9.315604366846996
broad,400,-9.060712117218205
inaccurate,427,-8.995392651097562
judgment,261,-9.487656257003493
base,3616,-6.85905294281412
professor,477,-8.884660173437846
commentary,399,-9.063215247436323
phd,124,-10.23189509872115
obtain,399,-9.063215247436323
ability,659,-8.561453129823681
dime,11,-12.654281391527817
dozen,203,-9.7389706852844
low,1268,-7.906980529329016
1920s,33,-11.555669102859706
1930s,66,-10.862521922299761
impressive,109,-10.360828782097043
phds,18,-12.161804906430023
forehead,14,-12.41311933471093
rock,793,-8.37635344269134
aryan,117,-10.290002729528432
moderately,19,-12.107737685159748
administer,69,-10.818070159728927
finger,180,-9.859219813435978
invent,337,-9.232093733973826
scapegoat,14,-12.41311933471093
emotion,107,-10.379347829864281
love,1793,-7.560531190721054
control,1402,-7.806521596731652
random,656,-8.566015875382098
crowd,147,-10.06174407754745
censorship,334,-9.241035671349486
charm,44,-11.267987030407927
santana,9,-12.854952086989968
leadership,158,-9.98958163129922
paragraph,2315,-7.305011697805853
apologetic,15,-12.344126463223978
approach,855,-8.301075195389426
performance,306,-9.328591562373807
pm,225,-9.636076262121767
encyclopaedic,78,-10.695467837636595
frankly,332,-9.247041695409699
whiny,3,-13.953564375658077
supporter,385,-9.098933330038403
comming,18,-12.161804906430023
rescue,135,-10.146901885887758
beloved,55,-11.044843479093716
leader,614,-8.632181736179044
portuguese,199,-9.758871839601696
situation,1384,-7.819443528148573
economy,274,-9.439048557938117
wtf,44,-11.267987030407927
salvageable,11,-12.654281391527817
flabbergast,7,-13.106266515270875
search,2267,-7.325964013818658
burden,153,-10.021738742933753
collaborative,156,-10.00232065707665
essay,375,-9.125250638355777
professional,729,-8.46050293231753
adopt,456,-8.9296838548118
horse,354,-9.182879751192413
goal,706,-8.492561426832946
test,2591,-7.192377483764077
perturb,6,-13.260417195098132
admittedly,107,-10.379347829864281
criticise,123,-10.23999230895377
garden,148,-10.054964390562072
blend,50,-11.140153658898042
yard,62,-10.925042279281096
tacky,12,-12.567270014538186
pass,1300,-7.882057120876559
road,535,-8.76990991743018
moral,229,-9.618454660771947
defense,315,-9.299604025500555
slimy,4,-13.665882303206297
toad,16,-12.279587942086406
beleive,51,-11.120351031601862
shia,76,-10.721443324039857
crap,216,-9.676898256642023
luck,725,-8.466005009471512
cuz,69,-10.818070159728927
solid,2160,-7.374313163647977
grip,34,-11.525816139710026
reality,682,-8.527147006482725
charge,795,-8.373834549671855
favourable,18,-12.161804906430023
hadiths,11,-12.654281391527817
iranian,504,-8.829600396254818
hadith,49,-11.160356366215561
authoritative,175,-9.887390690402674
bukhari,12,-12.567270014538186
par,118,-10.281492039860522
major,1794,-7.559973621707446
basically,780,-8.39288274464255
copy,2338,-7.295125522294174
origin,1014,-8.13051848017506
authentic,126,-10.21589475737471
arabic,290,-9.382295741345668
academic,938,-8.208426715319963
khorasani,5,-13.442738751892087
al,955,-8.190465323845457
root,347,-9.202851884379328
unverifiable,101,-10.437056147484927
bukhara,4,-13.665882303206297
touch,446,-8.951857712306124
happy,2492,-7.231335784418843
romanticism,6,-13.260417195098132
think,991,-8.1534621299962
shahrbanoo,5,-13.442738751892087
happily,70,-10.803681422276828
ali,216,-9.676898256642023
muhammad,257,-9.503100579430967
special,1099,-8.050020709922565
hehe,36,-11.468657725870077
nation,1040,-8.105200672190769
educate,255,-9.51091311916776
uneducated,30,-11.650979282664032
vfd,109,-10.360828782097043
jason,98,-10.467209185655616
frost,19,-12.107737685159748
fella,24,-11.874122833978241
paul,550,-8.742258386099671
nba,70,-10.803681422276828
john,1341,-7.851005781044509
retire,291,-9.378853397154694
torrent,23,-11.916682448397038
exist,3717,-6.831504494028936
advertise,118,-10.281492039860522
address,3930,-6.77578195946288
ofcourse,28,-11.719972154150984
downloading,18,-12.161804906430023
headline,190,-9.805152592165701
sever,30,-11.650979282664032
dem,33,-11.555669102859706
snub,5,-13.442738751892087
yeah,933,-8.213771463478844
lazy,136,-10.139521778590135
capitalist,76,-10.721443324039857
overlord,10,-12.749591571332141
democracy,269,-9.457465284724348
elitism,19,-12.107737685159748
elitist,31,-11.618189459841041
rid,266,-9.468680355544489
idea,3587,-6.867105186793904
unprotect,87,-10.586268545671604
impatient,17,-12.218963320269971
bahai,28,-11.719972154150984
incompetent,52,-11.10093294574476
iq,165,-9.946231190425607
career,594,-8.665297344963543
qualification,170,-9.916378227275926
violet,31,-11.618189459841041
babe,29,-11.684880834339713
cyber,71,-10.789496787284872
transvestite,5,-13.442738751892087
femme,8,-12.972735122646352
homo,54,-11.063192617761914
similar,1917,-7.493659921280543
female,450,-8.942929081561822
danke,8,-12.972735122646352
negro,59,-10.974639220420467
grow,703,-8.496819772515522
wellcome,8,-12.972735122646352
arabia,76,-10.721443324039857
saudi,91,-10.541317157809338
sockpuppets,200,-9.75385929777815
richard,348,-9.199974184551714
weiss,25,-11.833300839457987
squeakbox,31,-11.618189459841041
billy,86,-10.597829368072679
